Id,Y
23130,no
10683,no
34770,no
38341,no
1455,no
19971,no
11970,no
31495,no
16644,no
43641,no
42184,no
20636,no
43804,no
17955,no
44027,yes
42438,yes
42548,no
10390,no
27849,no
33567,no
43305,no
7921,no
3774,no
8739,no
17268,no
23660,no
40756,no
28214,no
31367,no
20148,no
20553,no
12012,no
39192,yes
11039,no
21560,yes
38252,no
24461,no
10167,no
17067,no
10759,no
23946,no
29445,no
41367,yes
31275,no
16608,no
38125,no
36847,no
20472,no
20076,no
24096,no
44738,yes
45630,yes
3650,no
4912,no
16617,no
9311,no
35814,no
28213,no
32053,no
1272,no
26653,no
25668,no
3659,no
35114,no
25377,no
28182,no
24035,no
21084,no
41006,yes
24626,no
13501,no
12806,no
46187,no
16751,no
9207,no
11666,no
32344,no
40012,no
6159,no
36080,no
13128,no
3321,no
18872,no
10729,no
18803,no
4910,no
16592,no
37964,no
5160,no
25230,no
35936,no
35402,no
34137,yes
27147,no
18309,no
44465,yes
2158,no
11388,no
44150,yes
15083,no
19977,no
26966,no
34778,no
20244,yes
25434,no
6494,no
37038,no
35734,no
40094,yes
40325,no
22442,no
2921,no
35726,no
10679,no
29778,no
8402,no
35715,no
21342,no
4071,no
40002,no
15459,no
36013,no
19459,no
6843,no
2394,no
26675,no
38236,no
9015,no
17349,no
16523,no
42508,yes
13124,no
19066,no
2161,no
45042,no
14538,no
37446,no
5165,no
40868,yes
23107,no
36577,no
4045,no
24999,no
17582,no
9939,no
18995,no
14732,no
6759,no
3346,no
35753,no
39344,no
18789,no
26403,no
37402,no
41473,no
3222,no
38131,no
36431,no
45343,no
22869,no
24381,no
21508,no
4699,no
13797,no
1032,no
5587,no
19086,no
8416,no
43050,yes
30453,no
7092,no
14220,no
17017,no
20756,no
29805,no
17818,no
43921,no
29836,no
28319,no
7101,no
8857,no
34141,no
33377,no
35845,no
1164,no
4677,no
15728,no
35045,no
11773,no
29235,no
17787,no
4831,no
26598,no
32256,no
7119,no
39357,no
13067,no
10717,no
36501,no
15265,no
20702,no
18786,no
9994,no
22677,no
13951,no
7834,no
28775,no
6467,no
6342,no
40550,yes
37336,no
18122,no
31944,no
23703,no
31044,no
41914,no
34072,no
20668,no
42628,yes
21000,no
30703,no
32788,no
24900,no
11693,no
34682,no
1605,no
29460,no
7287,no
19897,no
43135,no
2029,no
17667,no
27565,no
17598,no
37475,no
43198,yes
11019,no
27525,yes
23981,no
21957,no
17384,no
44161,yes
37955,no
34047,no
6985,no
25483,no
21293,no
23866,no
36870,no
1559,no
41247,no
5902,no
33698,no
1900,no
33087,no
27427,no
42588,yes
29736,no
9776,no
39347,no
22318,no
14154,no
38235,no
23277,no
4661,no
35333,no
30081,no
3910,no
18138,no
13035,no
21179,no
22265,no
34931,yes
25173,no
41445,no
8890,no
46011,yes
29110,no
42852,yes
1626,no
12310,no
37625,no
14562,no
30546,no
10814,no
43562,no
5213,no
1841,no
34202,no
36880,no
29137,no
5295,no
8135,no
8880,no
15101,no
10161,no
33628,no
38315,no
24955,no
7670,no
10719,no
11515,no
18228,no
34182,no
44939,yes
23142,no
31886,no
30702,no
17825,no
45776,no
22817,no
26006,no
36750,yes
39237,no
30210,no
12243,no
3720,no
5164,no
40961,yes
25112,no
8050,no
36913,no
27011,no
31250,no
18174,no
29637,no
41898,no
43426,no
41631,yes
30383,no
33317,no
18805,no
12502,no
44432,no
19531,no
42091,no
15458,no
29462,no
10258,no
40852,no
34755,no
10808,no
7204,no
35877,no
33011,no
29912,no
32421,no
42684,yes
30349,yes
33655,yes
27546,no
10440,no
5052,no
10832,no
27895,no
14089,no
16677,no
18401,no
32863,no
19278,no
31066,no
35700,no
8950,no
39852,no
11776,no
43603,no
31132,yes
41613,no
35804,no
42396,yes
37950,no
40904,no
21235,no
35823,no
43534,yes
13192,no
1145,no
10158,no
5490,no
33951,no
16528,no
36329,no
7868,no
12137,no
31597,no
39676,no
39843,no
14187,no
9466,no
16776,yes
22293,no
25794,no
12691,no
1064,no
8184,no
20077,no
14958,no
32437,no
21673,no
3129,no
39238,yes
35850,no
45992,yes
9817,no
15353,no
2997,no
33246,no
13487,no
10067,no
17075,no
22118,yes
7744,no
11453,no
40837,yes
18463,no
35204,no
3593,no
9237,no
11839,no
23904,no
18481,no
11350,no
8681,no
12082,no
43700,yes
7424,no
12374,no
33223,no
23679,no
29311,no
44786,no
8507,no
7642,no
31020,no
22353,no
37916,no
2637,no
33407,no
15810,no
1103,no
1045,no
22569,no
3206,no
5348,no
24694,no
34864,no
27522,no
28221,no
28340,yes
38430,no
10963,no
35764,no
28395,no
36085,no
45622,no
7786,no
1317,no
33788,no
7464,no
39315,no
20083,no
30995,no
26798,no
16955,no
43808,yes
39003,no
19749,no
6710,no
3135,no
2569,no
10310,yes
34455,no
26698,no
12382,no
31993,yes
7255,no
32474,no
7537,no
5781,no
12531,no
44198,yes
39652,no
25999,no
5806,no
23899,no
33856,no
36456,no
41684,no
24482,no
37830,no
35372,no
44330,yes
20442,no
23901,no
22810,no
8618,no
16732,no
32278,yes
23868,no
7574,no
37917,no
45401,yes
2906,no
37138,no
3828,no
29991,no
14835,no
9821,no
37464,no
10574,no
22607,no
2302,no
29824,no
39775,no
23174,no
3506,no
14593,no
3986,no
17817,yes
45455,no
5409,no
32718,no
3173,no
25994,no
4303,no
29123,no
15304,no
41617,no
45849,no
19284,no
27629,no
43521,yes
8930,no
2590,no
42025,no
45885,yes
30879,no
29369,no
21432,no
33187,no
43438,no
36958,no
30790,no
2809,no
41369,yes
24440,no
13564,no
25883,no
41794,no
34873,no
40118,yes
41232,no
19097,no
16397,no
24082,no
31536,no
12373,no
7735,no
17458,no
18828,yes
16823,no
34972,yes
12210,no
12495,no
24134,no
10966,no
23764,no
16700,no
42595,yes
21724,no
2721,no
19758,no
24312,no
35606,no
7767,no
8773,no
38201,no
35684,no
24804,no
42368,no
8962,no
7608,no
12936,no
34269,no
43810,no
4493,no
31389,no
24531,no
26791,no
35788,no
25814,no
34768,no
13648,no
11018,no
3077,no
8422,no
9188,no
34717,yes
13663,yes
9382,no
4609,no
38882,no
24308,no
5770,no
5577,no
43835,no
15271,no
45008,no
33557,no
11078,no
13964,no
1490,no
17885,no
31758,no
30822,no
27075,no
19317,no
1705,no
21930,no
29049,no
21549,no
1534,no
5741,no
41160,no
19579,no
42999,no
13608,no
3760,no
20736,no
27415,yes
3193,yes
10215,no
43188,no
43916,yes
39005,no
26376,no
44984,no
24724,no
6997,no
35634,no
45708,no
15756,no
25014,no
22910,no
35846,no
42108,no
29825,no
38605,no
1336,no
18866,no
29193,no
29173,no
30153,no
39383,no
15815,no
10044,no
14160,no
36252,no
42339,yes
30457,no
30285,no
30276,no
29028,no
1182,no
24444,no
16879,no
34786,no
32004,no
45091,no
28274,no
26752,no
39133,yes
44854,no
12676,no
21986,no
15403,no
39511,no
11272,no
5258,no
14745,no
6600,no
15783,no
28701,no
27644,no
31978,no
27456,no
46162,no
29001,no
1129,no
41599,no
44566,no
14892,no
45845,yes
18759,no
11162,no
33439,no
29112,no
13723,no
13615,no
13018,no
10988,no
13419,no
24686,no
36835,no
36910,no
34635,no
11685,no
3569,no
19274,no
21034,no
5354,no
37778,no
37506,no
3975,no
27818,no
25815,no
21659,no
24223,no
9283,no
10907,no
22138,no
18523,no
7831,no
10891,no
5056,no
6472,no
4892,no
42366,no
31946,no
12401,no
5222,no
20080,no
40194,yes
6308,no
10925,no
23095,no
36762,no
12472,no
16283,no
21189,no
18439,no
5163,no
7400,no
21997,no
25143,no
6894,no
14188,no
30334,no
44546,no
9499,no
21875,no
6406,no
43403,yes
21602,no
1122,no
17765,no
37010,no
8023,no
20551,no
10128,no
45059,no
21735,no
14651,no
32297,no
20267,no
19218,no
24467,no
32473,yes
43344,no
29174,no
33682,no
23158,no
41853,no
29122,no
39512,no
19361,no
25765,no
45408,no
44346,yes
46174,no
1136,no
7310,no
1202,no
23113,no
